鄉鎮市區,交易標的,土地區段位置或建物區門牌,土地移轉總面積平方公尺,都市土地使用分區,非都市土地使用分區,非都市土地使用編定,交易年月日,交易筆棟數,移轉層次,總樓層數,建物型態,主要用途,主要建材,建築完成年月,建物移轉總面積平方公尺,建物現況格局-房,建物現況格局-廳,建物現況格局-衛,建物現況格局-隔間,有無管理組織,總價元,單價每平方公尺,車位類別,車位移轉總面積平方公尺,車位總價元,備註,編號,lng,lat
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段387巷1~30號,10.12,住,,,1051201,土地1建物1車位1,六層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830309,52.78,3,2,2,有,有,11200000,212202,坡道平面,11.99,0,,RPQNMLLJKHMFFCA96CA,121.5590572,25.0853212
中山區,車位,臺北市中山區龍江路1~30號,0.58,商,,,1060103,土地0建物0車位2,一層,十二層,其他,商業用,鋼筋混凝土造,941208,36.64,0,0,0,有,有,1550000,,塔式車位,36.64,1550000,,RPRQMLKLJHMFFCA37CA,121.540523,25.0470691
中山區,房地(土地+建物),臺北市中山區雙城街10巷1~30號,24.19,商,,,1051205,土地1建物1車位0,一層，騎樓,四層,公寓(5樓含以下無電梯),商業用,鋼筋混凝土造,650811,77.41,0,0,0,無,無,21800000,281617,,0,0,,RPWQMLNLJHMFFCA18CA,121.5242889,25.0642289
內湖區,房地(土地+建物),臺北市內湖區內湖路一段285巷67弄1~30號,15,住,,,1051217,土地1建物1車位0,四層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,38.17,3,2,1,有,無,6000000,157192,,0,0,,RPXPMLPLJHMFFCA38CA,121.5669506,25.0847207
中正區,車位,臺北市中正區南海路31~60號,0.19,住,,,1051221,土地0建物0車位1,地下三層,七層,其他,停車空間,鋼筋混凝土造,961017,16.89,0,0,0,有,有,980000,,升降機械,0,980000,,RPPOMLRKJHMFFAA37CA,121.5141817,25.0318441
文山區,車位,臺北市文山區景華街176巷1~30號,0.15,住,,,1051206,土地0建物0車位1,一層,十層,其他,見其他登記事項,鋼筋混凝土造,1021230,44.35,0,0,0,有,有,1900000,,坡道平面,0,1900000,,RPQOMLRKJHMFFAA47CA,121.548202,24.9972786
中正區,房地(土地+建物),臺北市中正區晉江街112巷2弄1~30號,53.25,住,,,1050910,土地1建物1車位0,三層,四層,公寓(5樓含以下無電梯),住家用,加強磚造,,132.22,4,2,2,有,無,16200000,122523,,0,0,親友、員工或其他特殊關係間之交易。,RPSOMLRKJHMFFAA67CA,121.5246705,25.0222107
文山區,房地(土地+建物),臺北市文山區辛亥路五段61~90號,18.43,住,,,1051212,土地3建物1車位0,八層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,720818,108.67,3,2,1,有,有,15600000,143554,,0,0,增建頂樓、陽台外推,RPSPMLNLJHMFFAA47CA,121.5535335,24.9984324
文山區,房地(土地+建物),臺北市文山區辛亥路四段21巷31~60號,66,住,,,1051203,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,750624,129.11,4,2,2,有,有,13500000,104562,,0,0,含增建或未登記建物。,RPXOMLMKJHMFFAA67CA,121.5597019,25.0096414
文山區,房地(土地+建物)+車位,臺北市文山區羅斯福路六段271~300號,11.49,商,,,1051203,土地2建物1車位1,八層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,990930,138.83,2,1,1,有,有,21080000,151840,升降平面,15.02,0,含增建或未登記建物。內含獨立產權車位，未包含在棟數內。,RPXNMLLKJHMFFAA47CA,121.541405,24.9947989
文山區,房地(土地+建物),臺北市文山區興隆路三段112巷2弄1~30號,31.53,住,,,1051128,土地1建物1車位0,一層,五層,店面(店鋪),住家用,鋼筋混凝土造,690201,100.48,0,1,1,有,無,33660000,334992,,0,0,含增建或未登記建物。,RPUNMLMKJHMFFAA27CA,121.5570396,24.998879
文山區,房地(土地+建物)+車位,臺北市文山區保儀路61~90號,17.58,商,,,1051129,土地1建物1車位2,九層,二十四層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1030613,243.12,4,2,2,有,有,32000000,131622,坡道機械,47.16,0,,RPVNMLMKJHMFFAA37CA,121.568693,24.9871959
文山區,房地(土地+建物),臺北市文山區木柵路三段25巷1~30號,18.73,住,,,1051212,土地1建物1車位0,二層,七層,套房(1房1廳1衛),住家用,鋼筋混凝土造,930701,53.82,1,1,1,有,有,8500000,157934,,0,0,含增建或未登記建物。,RPXNMLMKJHMFFAA57CA,121.565119,24.988707
文山區,房地(土地+建物),臺北市文山區興隆路三段207巷12弄1~30號,24.12,住,,,1051120,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,730830,92.44,2,1,1,有,有,10000000,108178,,0,0,含增建或未登記建物。,RPOOMLMKJHMFFAA76CA,121.561444,24.9947629
文山區,房地(土地+建物),臺北市文山區景興路241~270號,5.72,商,,,1051208,土地1建物1車位0,七層,十二層,套房(1房1廳1衛),住家用,鋼筋混凝土造,910408,57.63,1,1,1,有,有,9160000,158945,,0,0,,RPPNMLLKJHMFFAA66CA,121.543507,24.990783
大同區,房地(土地+建物),臺北市大同區承德路二段31~60號,9.81,商,,,1051130,土地1建物1車位0,十二層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,740211,120.69,3,2,2,有,有,20000000,165714,,0,0,,RPRNMLLKJHMFFBA96CA,121.5180722,25.0538938
萬華區,房地(土地+建物),臺北市萬華區國興路1~30號,16.78,住,,,1051124,土地1建物1車位0,五層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,59.84,3,2,1,有,有,9000000,150401,,0,0,共有人數2人。含增建或未登記建物。,RPVNMLNKJHMFFBA57CA,121.5085158,25.0236573
大同區,房地(土地+建物),臺北市大同區承德路三段8巷1~30號,29,住,,,1051124,土地1建物1車位0,三層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,750609,121.26,3,2,2,有,無,22050000,181841,,0,0,含增建或未登記建物。,RPTNMLRKJHMFFBA77CA,121.518582,25.0633359
萬華區,房地(土地+建物),臺北市萬華區環河南路二段91~120號,19.5,住,,,1051214,土地1建物1車位0,一層，二層,五層,公寓(5樓含以下無電梯),住商用,鋼筋混凝土造,720929,86.42,0,2,1,有,無,17000000,196714,,0,0,,RPQOMLLKJHMFFBA96CA,121.4957764,25.0370562
文山區,房地(土地+建物)+車位,臺北市文山區車前路1~30號,19.21,商,,,1051115,土地1建物1車位2,十八層,三十三層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,1040427,272.76,3,2,2,有,有,46500000,201761,坡道平面,66.08,4800000,,RPQNMLQJKHMFFAA27CA,121.541157,24.991249
文山區,車位,臺北市文山區木柵路二段109巷91~120號,9.39,住,,,1060102,土地0建物0車位1,地下一層,八層,其他,見使用執照,鋼筋混凝土造,821206,18.58,0,0,0,有,無,980000,,升降機械,18.58,980000,,RPTNMLMLKHMFFAA37CA,121.563911,24.991524
萬華區,房地(土地+建物)+車位,臺北市萬華區萬大路423巷31~60號,40.52,住,,,1051202,土地4建物1車位1,三層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970103,189.3,3,1,1,有,有,21750000,114897,坡道平面,0,0,權利人共二人汽車位一個機車位二個,RPVNMLSKJHMFFBA08CA,121.500115,25.0212753
萬華區,房地(土地+建物),臺北市萬華區成都路151~180號,3.62,商,,,1051228,土地2建物1車位0,三層,十四層,套房(1房1廳1衛),住家用,鋼筋混凝土造,960622,48.53,1,1,1,有,有,8500000,175149,,0,0,陽台外推,RPTOMLRKJHMFFBA87CA,121.503109,25.043561
大同區,房地(土地+建物)+車位,臺北市大同區承德路三段241~270號,37.3,商,,,1051226,土地2建物1車位2,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1010918,346.89,4,1,3,有,有,56000000,161434,坡道平面,64.18,0,,RPUOMLSKJHMFFBA08CA,121.518774,25.071054
中山區,房地(土地+建物),臺北市中山區德惠街1~30號,3.75,商,,,1051006,土地1建物1車位0,四層,十層,套房(1房1廳1衛),商業用,鋼筋混凝土造,710419,39,1,1,1,有,有,6100000,156410,,0,0,,RPRNMLLLJHMFFCA17CA,121.5230068,25.066913
內湖區,房地(土地+建物),臺北市內湖區星雲街168巷31~60號,10.36,住,,,1051220,土地1建物1車位0,十七層,二十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,860124,60.35,1,1,1,有,有,10050000,166529,,0,0,增建夾層,RPWNMLNLJHMFFCA87CA,121.5970285,25.079958
中山區,房地(土地+建物),臺北市中山區建國北路一段33巷31~60號,27,商,,,1051216,土地1建物1車位0,五層,六層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,701230,114.09,3,2,2,有,無,9000000,78885,,0,0,親友、員工或其他特殊關係間之交易。,RPUNMLQKJHMFFCA87CA,121.5393044,25.0478401
內湖區,房地(土地+建物)+車位,臺北市內湖區民權東路六段421~450號,10.14,住,,,1051220,土地1建物1車位1,七層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,980629,69.58,2,1,1,有,有,14000000,201207,升降機械,11.4,0,,RPORMLNKJHMFFCA37CA,121.604072,25.0711048
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路三段72巷61~90號,31.11,住,,,1051210,土地1建物1車位1,七層,十六層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,830729,160.16,4,2,2,有,有,19100000,119256,坡道平面,0,0,內含獨立產權車位，未包含在棟數內。本案車位面積無法概算。含增建或未登記建物。,RPQQMLMKJHMFFCA37CA,121.5910689,25.0883085
內湖區,房地(土地+建物)+車位,臺北市內湖區成功路四段61~90號,26.98,商,,,1051215,土地2建物1車位3,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1020607,311.67,4,2,2,有,有,63950000,273843,坡道平面,105.53,7500000,,RPURMLNKJHMFFCA97CA,121.5925231,25.0819946
內湖區,房地(土地+建物)+車位,臺北市內湖區文湖街21巷61~90號,47.14,住,,,1051219,土地1建物1車位3,九層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1041015,367.78,3,2,2,有,有,56370000,167519,坡道平面,66.5,5900000,,RPVRMLNKJHMFFCA08CA,121.5628887,25.0868247
中山區,房地(土地+建物)+車位,臺北市中山區樂群二路116巷31~60號,110.7,住,,,1041215,土地1建物1車位3,一層，二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,991005,456.59,2,2,3,有,有,146088580,319956,升降機械,40.83,0,,RPORMLMKJHMFFCA27CA,121.5542772,25.078135
內湖區,房地(土地+建物),臺北市內湖區星雲街33巷1~30號,37.41,住,,,1051206,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,761019,108,3,2,2,有,有,14400000,133333,,0,0,,RPTNMLNKJHMFFCA47CA,121.5912862,25.079228
中山區,房地(土地+建物),臺北市中山區林森北路271~300號,3.64,商,,,1051206,土地1建物1車位0,十層,十一層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,631113,31.03,0,0,0,無,有,5200000,167580,,0,0,,RPXPMLNKJHMFFCA08CA,121.5256069,25.0551668
中山區,車位,臺北市中山區農安街1~30號,2.3,商,,,1051229,土地0建物0車位2,一層,十四層,其他,商業用,鋼筋混凝土造,980622,48.53,0,0,0,有,有,5000000,,坡道平面,0,5000000,,RPPQMLLKJHMFFCA17CA,121.5295986,25.064967
中山區,房地(土地+建物),臺北市中山區吉林路361~390號,12.61,住,,,1060103,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,681219,77.12,2,2,2,有,有,13200000,171162,,0,0,,RPQOMLLKJHMFFCA07CA,121.5303619,25.0648696
中山區,房地(土地+建物),臺北市中山區德惠街31~60號,3.65,商,,,1051222,土地1建物1車位0,五層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,660606,29.28,1,1,1,有,有,4700000,160519,,0,0,,RPSOMLLKJHMFFCA27CA,121.5265779,25.0667386
內湖區,房地(土地+建物),臺北市內湖區東湖路7巷1~30號,29.94,商,,,1051216,土地1建物1車位0,七層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,761002,146.83,3,1,2,有,有,18000000,122591,,0,0,,RPRPMLLKJHMFFCA27CA,121.6126784,25.069316
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路一段661~690號,18.43,其他,,,1051213,土地1建物1車位1,十一層,十八層,住宅大樓(11層含以上有電梯),住家用,見其他登記事項,991123,176.84,3,2,2,有,有,32600000,184347,坡道平面,45.09,0,,RPUPMLLKJHMFFCA57CA,121.575526,25.0802328
中山區,房地(土地+建物),臺北市中山區撫順街41巷1~30號,3.02,商,,,1051205,土地1建物1車位0,六層,十層,套房(1房1廳1衛),住家用,鋼筋混凝土造,780119,25.09,1,0,1,有,有,4480000,178557,,0,0,含增建或未登記建物。,RPPPMLKKJHMFFCA96CA,121.5194147,25.0636307
士林區,房地(土地+建物),臺北市士林區天母西路1~30號,22.13,其他,,,1051101,土地2建物1車位0,六層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,670125,146.9,1,1,2,有,有,21770000,148196,,0,0,含增建或未登記建物。,RPWSMLNLJHMFFEA68DA,121.5295361,25.1185814
士林區,房地(土地+建物),臺北市士林區天母西路1~30號,25.94,其他,,,1051101,土地2建物1車位0,六層,十一層,住宅大樓(11層含以上有電梯),商業用,鋼筋混凝土造,670125,160.6,2,2,1,有,有,25680000,159900,,0,0,含增建或未登記建物。,SPWSMLNLJHMFFEA78DA,121.5295361,25.1185814
大安區,房地(土地+建物),臺北市大安區大安路一段84巷1~30號,18.3,商,,,1051112,土地1建物1車位0,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,,118.02,2,2,2,有,無,36000000,305033,,0,0,含增建或未登記建物。,RPRNMLNKJHMFFFA67DA,121.5462231,25.0396433
文山區,房地(土地+建物),臺北市文山區萬美街二段61~90號,20.09,住,,,1051124,土地2建物1車位0,六層,十層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,870213,90.53,5,2,1,有,有,13100000,144703,,0,0,,RPWNMLNKJHMFFAA67DA,121.5634967,25.0044921
大同區,房地(土地+建物),臺北市大同區環河北路二段151~180號,21.1,住,,,1051214,土地2建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,731120,98.9,3,1,2,有,無,9900000,100101,,0,0,含增建或未登記建物。,RPWNMLNKJHMFFBA77DA,121.5091282,25.0673556
萬華區,房地(土地+建物)+車位,臺北市萬華區德昌街1~30號,30.92,住,,,1051204,土地1建物1車位1,三層,十二層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,880409,123.38,2,2,2,有,有,17500000,141838,坡道平面,0,0,含增建或未登記建物。,RPPNMLOKJHMFFBA17DA,121.5000983,25.0253684
大安區,房地(土地+建物),臺北市大安區敦化南路二段81巷31~60號,23.81,其他,,,1051216,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,691021,125.78,3,2,2,有,有,25800000,205120,,0,0,,RPPOMLKLJHMFFFA27CA,121.5501083,25.0300712
中正區,房地(土地+建物),臺北市中正區忠孝東路一段31~60號,3.93,商,,,1051211,土地2建物1車位0,十四層,十四層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,960511,37.48,1,0,1,有,有,9700000,258805,,0,0,,RPPNMLPKJHMFFBA27DA,121.5255064,25.0445321
中山區,房地(土地+建物),臺北市中山區民權東路三段60巷3弄1~30號,28.5,住,,,1051121,土地1建物1車位0,一層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,731130,132.08,4,2,2,有,有,30516800,231048,,0,0,含增建或未登記建物。,RPQNMLOKJHMFFCA37DA,121.542564,25.061502
中山區,房地(土地+建物)+車位,臺北市中山區建國北路二段181~210號,36.21,住,,,1051129,土地2建物1車位2,八層,十五層,住宅大樓(11層含以上有電梯),住家用,鋼骨鋼筋混凝土造,981008,332.94,4,2,2,有,有,77000000,270972,坡道平面,67.23,5000000,含增建或未登記建物。,RPXNMLLLJHMFFCA87DA,121.5372356,25.0616565
中山區,房地(土地+建物)+車位,臺北市中山區長安東路一段56巷7弄1~30號,14.26,商,,,1060104,土地1建物1車位1,三層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,1050825,71.54,1,1,1,有,有,16880000,235952,塔式車位,11.38,0,建商與地主合建案。,RPQOMLOLJHMFFCA57DA,121.5298691,25.0469325
中山區,房地(土地+建物)+車位,臺北市中山區長安東路一段56巷7弄1~30號,14.32,商,,,1060104,土地1建物1車位1,四層,五層,套房(1房1廳1衛),住家用,鋼筋混凝土造,1050825,71.8,1,1,1,有,有,17100000,238162,塔式車位,11.38,0,建商與地主合建案。,RPUOMLOLJHMFFCA97DA,121.5298691,25.0469325
松山區,建物,臺北市松山區民權東路三段151~180號,0,,,,1060106,土地0建物1車位0,全,二層,透天厝,,加強磚造,,88.5,2,2,1,有,無,112000,1266,,0,0,親友、員工或其他特殊關係間之交易。,RPRPMLSJKHMFFDA18DA,121.546612,25.0622064
內湖區,房地(土地+建物),臺北市內湖區康寧路一段156巷32弄1~30號,26.87,住,,,1051210,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,74.03,2,2,1,有,無,9500000,128326,,0,0,,RPRPMLKLJHMFFCA37DA,121.5936851,25.077568
松山區,房地(土地+建物)+車位,臺北市松山區復興北路151~180號,24.92,商,,,1051205,土地2建物1車位1,十四層,十七層,辦公商業大樓,商業用,鋼筋混凝土造,771105,297.54,0,1,0,有,有,66680000,248076,坡道平面,42.86,3500000,含增建或未登記建物。,RPVPMLNLJHMFFDA18DA,121.544471,25.0536429
南港區,房地(土地+建物)+車位,臺北市南港區福德街421~450號,22.2,住,,,1051208,土地1建物1車位1,十一層,十八層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,870521,133.2,3,2,1,有,有,15600000,117117,坡道平面,0,0,,RPROMLLKJHMFFDA37DA,121.590506,25.040138
內湖區,房地(土地+建物)+車位,臺北市內湖區文湖街31~60號,68.61,工,,,1020813,土地1建物1車位4,十一層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050608,429.39,0,0,0,無,有,67800000,220456,坡道平面,157.68,7900000,毛坯屋-未隔間-未裝潢,RPRPMLMKJHMFFCA47DA,121.5611418,25.086609
內湖區,房地(土地+建物)+車位,臺北市內湖區文湖街31~60號,67.44,工,,,1011018,土地1建物1車位3,二層,十四層,住宅大樓(11層含以上有電梯),見其他登記事項,鋼筋混凝土造,1050608,386.52,0,0,0,無,有,47800000,156565,坡道平面,118.26,5800000,毛坯屋-未隔間-未裝潢,RPTPMLMKJHMFFCA67DA,121.5611418,25.086609
大安區,房地(土地+建物),臺北市大安區信義路四段241~270號,10.69,商,,,1051201,土地2建物1車位0,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,,115.25,3,2,2,有,有,10550000,91540,,0,0,親友、員工或其他特殊關係間之交易。,RPTNMLTKJHMFFFA38CA,121.5535568,25.0334328
大安區,房地(土地+建物),臺北市大安區瑞安街208巷11弄1~30號,26.94,住,,,1051126,土地8建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,770331,129.19,3,2,2,有,無,28920000,223856,,0,0,內含獨立產權公設，未包含在棟數內。含增建或未登記建物。,RPSOMLNKJHMFFFA77CA,121.5406953,25.0286424
大安區,房地(土地+建物),臺北市大安區永康街41巷1~30號,24.5,住,,,1050904,土地1建物1車位0,三層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740125,83.91,2,2,1,有,無,20800000,247885,,0,0,,RPSNMLNKJHMFFFA67CA,121.529673,25.030493
大安區,房地(土地+建物),臺北市大安區忠孝東路四段223巷1~30號,15.01,住,,,1051122,土地3建物1車位0,一層，騎樓,七層,店面(店鋪),住家用,鋼筋混凝土造,631115,63.26,0,0,0,無,無,8809600,139260,,0,0,二親等買賣,RPUNMLNKJHMFFFA87CA,121.5440557,25.0418391
萬華區,房地(土地+建物)+車位,臺北市萬華區臺北市萬華區萬大路423巷31~60號,6.52,住,,,1051215,土地4建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970103,31.55,3,2,2,有,有,3970000,125832,坡道平面,0,0,,RPUOMLNKJHMFFBA67DA,121.501106,25.023741
萬華區,房地(土地+建物)+車位,臺北市萬華區臺北市萬華區萬大路423巷31~60號,34,住,,,1051215,土地4建物1車位1,十二層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,970103,157.75,3,2,2,有,有,19830000,125705,坡道平面,0,0,,RPVOMLNKJHMFFBA77DA,121.501106,25.023741
中正區,房地(土地+建物),臺北市中正區莒光路91~120號,21.5,住,,,1051227,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,,73.77,1,1,1,有,無,8350000,113190,,0,0,,RPOOMLKKKHMFFAA76DA,121.5049198,25.0311735
中正區,房地(土地+建物),臺北市中正區羅斯福路二段121~150號,3.29,其他,,,1051214,土地1建物1車位0,七層,十五層,套房(1房1廳1衛),見其他登記事項,鋼筋混凝土造,921203,48.36,1,1,1,有,有,11980000,247725,,0,0,,RPPNMLRKJHMFFAA37DA,121.5228333,25.0263634
中正區,車位,臺北市中正區南昌路二段181~210號,0.65,商,,,1051227,土地0建物0車位1,一層,十五層,其他,見其他登記事項,鋼筋混凝土造,1010727,1.34,0,0,0,有,有,1600000,,塔式車位,1.33,1600000,,RPXNMLKLJHMFFAA57DA,121.5229437,25.025477
文山區,房地(土地+建物)+車位,臺北市文山區久康街24巷1~30號,13.78,住,,,1051204,土地1建物1車位1,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,960427,77.4,2,2,1,有,有,10750000,143924,塔式車位,13.13,1500000,含增建或未登記建物。,RPPNMLOKJHMFFAA07DA,121.5655223,24.9891734
大安區,車位,臺北市大安區安和路二段91~120號,3.2,住,,,1051206,土地0建物0車位1,地下二層,二十五層,其他,停車空間,鋼筋混凝土造,780810,71.45,0,0,0,有,有,5000000,,坡道平面,0,5000000,本車位為子母車位,RPXOMLPLJHMFFFA58CA,121.5519876,25.0299057
大安區,房地(土地+建物),臺北市大安區忠孝東路三段151~180號,16.13,住,,,1051126,土地2建物1車位0,十層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,760423,89.51,4,2,2,有,有,20380000,227684,,0,0,含增建或未登記建物。,RPSNMLNLJHMFFFA87DA,121.5382689,25.0417641
士林區,房地(土地+建物),臺北市士林區天母西路31~60號,20.1,商,,,1051201,土地1建物1車位0,三層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,690207,86.73,2,2,1,有,有,18000000,207541,,0,0,含增建或未登記建物。,RPPQMLNKJHMFFEA67DA,121.5277566,25.1185796
士林區,房地(土地+建物),臺北市士林區福林路255巷1~30號,33.62,住,,,1051101,土地1建物1車位0,二層,四層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,740213,98.1,3,2,1,有,無,13500000,137615,,0,0,含增建或未登記建物。權利人共2人,RPTOMLNKJHMFFEA87DA,121.5326322,25.0965579
士林區,房地(土地+建物),臺北市士林區中正路691~720號,14.1,住,,,1051201,土地1建物1車位0,三層,九層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,870810,68.3,2,1,1,有,有,9900000,144949,,0,0,含增建或未登記建物。權利人共2人,RPUOMLNKJHMFFEA97DA,121.507358,25.085334
北投區,房地(土地+建物),臺北市北投區行義路130巷1~30號,24.36,住,,,1051201,土地1建物1車位0,二層,七層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,701005,150.42,4,2,2,有,有,13900000,92408,,0,0,含增建或未登記建物。,RPWOMLNKJHMFFEA18DA,121.5258133,25.1240896
大同區,房地(土地+建物)+車位,臺北市大同區昌吉街99巷1~30號,21.68,住,,,1040524,土地1建物1車位1,六層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1051108,157.34,3,2,2,有,有,27200000,222004,坡道平面,45.18,2300000,1.本案房地交易總價含車位價款230萬元整。2.建物清冊持分內公設建號包含車位持分及面積。,RPWNMLRJKHMFFBA08CA,121.5178661,25.0659212
大同區,房地(土地+建物)+車位,臺北市大同區昌吉街99巷1~30號,23.51,住,,,1050903,土地1建物1車位1,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1051108,166.44,2,2,2,有,有,23550000,175243,坡道平面,45.18,2300000,1.本案房地交易總價含車位價款230萬元整。2.建物清冊持分內公設建號包含車位持分及面積。,RPXNMLRJKHMFFBA18CA,121.5178661,25.0659212
大同區,房地(土地+建物)+車位,臺北市大同區昌吉街99巷1~30號,25.99,住,,,1040603,土地1建物1車位1,三層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1051108,180,4,2,1,有,有,28600000,195075,坡道平面,45.18,2300000,1.本案房地交易總價含車位價款230萬元整。2.建物清冊持分內公設建號包含車位持分及面積。,RPOOMLRJKHMFFBA37CA,121.5178661,25.0659212
大同區,房地(土地+建物)+車位,臺北市大同區昌吉街99巷1~30號,24.03,住,,,1040825,土地1建物1車位1,二層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1051108,170.04,2,2,2,有,有,24200000,174596,坡道平面,45.18,2400000,1.本案房地交易總價含車位價款240萬元整。2.建物清冊持分內公設建號包含車位持分及面積。,RPQOMLRJKHMFFBA57CA,121.5178661,25.0659212
大同區,房地(土地+建物),臺北市大同區昌吉街99巷1~30號,13.65,住,,,1050818,土地1建物1車位0,四層,八層,華廈(10層含以下有電梯),住家用,鋼筋混凝土造,1051108,76.86,2,1,1,有,有,15600000,202966,,0,0,,RPROMLRJKHMFFBA67CA,121.5178661,25.0659212
萬華區,房地(土地+建物),臺北市萬華區萬大路571~600號,94,住,,,1051216,土地3建物2車位0,全,三層,透天厝,住家用,加強磚造,,208.86,4,2,2,有,無,21000000,100546,,0,0,,RPSOMLRJKHMFFBA77CA,121.495949,25.0175459
中山區,房地(土地+建物),臺北市中山區北安路588巷1~30號,12.22,住,,,1051221,土地1建物1車位0,四層，陽台,四層,公寓(5樓含以下無電梯),,鋼筋混凝土造,611215,34.26,3,1,1,有,無,4800000,140105,,0,0,親友、員工或其他特殊關係間之交易。,RPVPMLMKJHMFFCA77CA,121.5489264,25.0811672
內湖區,房地(土地+建物)+車位,臺北市內湖區內湖路二段331~360號,27.08,住,,,1060103,土地1建物1車位1,九層,十四層,住宅大樓(11層含以上有電梯),住家用,鋼筋混凝土造,1031023,179.07,3,2,2,有,有,31179600,174110,坡道平面,41.5,0,向政府機關承購之案件。,RPXPMLMKJHMFFCA97CA,121.591515,25.083277
內湖區,房地(土地+建物),臺北市內湖區成功路四段30巷1~30號,9.92,商,,,1051226,土地1建物1車位0,四層,十層,華廈(10層含以下有電梯),商業用,鋼筋混凝土造,830701,77.07,2,1,1,有,有,16200000,210199,,0,0,,RPPNMLMKJHMFFCA96CA,121.591533,25.0816939
內湖區,房地(土地+建物),臺北市內湖區星雲街68巷1~30號,27.26,住,,,1051210,土地1建物1車位0,二層,五層,公寓(5樓含以下無電梯),住家用,鋼筋混凝土造,690719,95.36,3,2,2,有,有,12500000,131082,,0,0,含增建或未登記建物。,RPTNMLMKJHMFFCA37CA,121.5923507,25.0787519
